dt,account,province,group,total_outbound_count,black_outbound_count,total_pickup_count,black_pickup_count,total_pay_count,black_pay_count
2025-12-10,yuedaibao999,海南,未触发黑名单部分,70097,0,3325,0,1,0
2025-12-10,weiqianbao661,山东,31,19286,19286,56,56,0,0
2025-12-10,xinyongfei666,青海,31,75,75,0,0,0,0
2025-12-10,xinyongfei666,广东,未触发黑名单部分,108321,0,7667,0,0,0
2025-12-10,youqian888,江苏,未触发黑名单部分,34094,0,1957,0,0,0
2025-12-10,baotai52,广西,31,7,7,0,0,0,0
2025-12-10,weiqianbao661,山东,未触发黑名单部分,37285,0,2020,0,1,0
2025-12-10,langshun06,甘肃,31,1470,1470,4,4,0,0
2025-12-10,yuedaibao999,云南,未触发黑名单部分,117730,0,7758,0,0,0
2025-12-10,yuedaibao999,吉林,31,24289,24289,111,111,0,0
2025-12-10,zhongandai666,辽宁,31,756,756,7,7,0,0
2025-12-10,taoyirong666,贵州,未触发黑名单部分,6391,0,292,0,1,0
2025-12-10,taoyirong666,新疆,未触发黑名单部分,0,0,0,0,0,0
2025-12-10,xiaohuifu666,广东,未触发黑名单部分,13261,0,1090,0,0,0
2025-12-10,haofenqi888,黑龙江,未触发黑名单部分,19670,0,538,0,0,0
2025-12-10,weiqianbao661,重庆,未触发黑名单部分,14429,0,1058,0,0,0
2025-12-10,weiqianbao333,黑龙江,未触发黑名单部分,8465,0,332,0,0,0
2025-12-10,haozhouzhuan888,广西,31,7,7,0,0,0,0
2025-12-10,baotai27,浙江,31,12728,12728,180,180,2,2
2025-12-10,baotai18,湖北,未触发黑名单部分,3698,0,571,0,0,0
2025-12-10,youqian888,贵州,31,2610,2610,10,10,0,0
2025-12-10,xiaohuifu666,内蒙古,31,94,94,1,1,0,0
2025-12-10,jixianghua888,内蒙古,31,0,0,0,0,0,0
2025-12-10,yuedaibao666,广西,未触发黑名单部分,30659,0,1859,0,1,0
2025-12-10,weiqianbao555,湖南,未触发黑名单部分,220103,0,12402,0,0,0
2025-12-10,yunshenghua888,安徽,31,24174,24174,51,51,0,0
2025-12-10,jiuwuhua888,贵州,未触发黑名单部分,62251,0,3114,0,1,0
2025-12-10,,内蒙古,未触发黑名单部分,1,0,0,0,0,0
2025-12-10,weiqianbao555,辽宁,未触发黑名单部分,45554,0,2505,0,0,0
2025-12-10,weiqianbao333,江西,未触发黑名单部分,24597,0,1139,0,0,0
2025-12-10,yunshenghua888,重庆,31,46709,46709,86,86,0,0
2025-12-10,YSH,陕西,31,6,6,0,0,0,0
2025-12-10,yunshenghua888,甘肃,未触发黑名单部分,16,0,0,0,0,0
2025-12-10,yuedaibao999,重庆,未触发黑名单部分,48234,0,3360,0,0,0
2025-12-10,jirong888,海南,未触发黑名单部分,8658,0,461,0,0,0
2025-12-10,baotai27,甘肃,未触发黑名单部分,15533,0,925,0,3,0
2025-12-10,weiqianbao555,广西,未触发黑名单部分,182971,0,8483,0,0,0
2025-12-10,haofenqi888,云南,31,3135,3135,10,10,0,0
2025-12-10,haofenqi888,浙江,31,5,5,0,0,0,0
2025-12-10,baotai18,新疆,未触发黑名单部分,0,0,0,0,0,0
2025-12-10,weiqianbao661,湖南,31,27471,27471,71,71,0,0
2025-12-10,zhongandai666,江西,未触发黑名单部分,6212,0,485,0,0,0
2025-12-10,xinyongfei666,湖南,未触发黑名单部分,31948,0,2192,0,0,0
2025-12-10,weiqianbao661,河北,未触发黑名单部分,37137,0,2343,0,0,0
2025-12-10,langshun08,贵州,31,1601,1601,5,5,0,0
2025-12-10,jixianghua888,河北,未触发黑名单部分,1230,0,36,0,0,0
2025-12-10,jirong888,江西,31,3819,3819,16,16,0,0
2025-12-10,youqian888,湖北,31,964,964,7,7,0,0
2025-12-10,haozhouzhuan888,湖南,未触发黑名单部分,273020,0,6103,0,0,0
2025-12-10,miduoduo888,甘肃,31,34643,34643,142,142,0,0
2025-12-10,fenqile888,广西,未触发黑名单部分,36801,0,1632,0,1,0
2025-12-10,yuedaibao999,安徽,未触发黑名单部分,83337,0,5519,0,0,0
2025-12-10,yuedaibao666,广东,31,11075,11075,35,35,0,0
2025-12-10,fenqile888,河北,31,5902,5902,23,23,0,0
2025-12-10,xinyongfei666,辽宁,未触发黑名单部分,16567,0,1076,0,0,0
2025-12-10,baotai04,河南,31,3,3,0,0,0,0
2025-12-10,baotai04,安徽,31,0,0,0,0,0,0
2025-12-10,MYtest01,江苏,未触发黑名单部分,0,0,0,0,0,0
2025-12-10,weiqianbao333,吉林,31,6485,6485,17,17,0,0
2025-12-10,fenqile888,云南,31,2401,2401,7,7,0,0
2025-12-10,huirong888,宁夏,未触发黑名单部分,5,0,0,0,0,0
2025-12-10,zhongandai666,河北,31,1601,1601,12,12,0,0
2025-12-10,,北京,未触发黑名单部分,0,0,0,0,0,0
2025-12-10,langshun06,贵州,未触发黑名单部分,17827,0,905,0,1,0
2025-12-10,yuedaibao666,辽宁,31,1517,1517,14,14,0,0
2025-12-10,youqian888,甘肃,未触发黑名单部分,1717,0,138,0,0,0
2025-12-10,haozhouzhuan888,河北,未触发黑名单部分,174187,0,3807,0,0,0
2025-12-10,baotai10,陕西,未触发黑名单部分,62387,0,5055,0,0,0
2025-12-10,meixin888,山西,未触发黑名单部分,24212,0,1320,0,0,0
2025-12-10,yunshenghua888,吉林,31,10,10,0,0,0,0
2025-12-10,baotai27,陕西,未触发黑名单部分,426080,0,28973,0,68,0
2025-12-10,xinyongfei666,黑龙江,31,981,981,7,7,0,0
2025-12-10,jixianghua888,山西,未触发黑名单部分,358,0,9,0,0,0
2025-12-10,jirong888,新疆,未触发黑名单部分,0,0,0,0,0,0
2025-12-10,meixin888,福建,未触发黑名单部分,23865,0,1238,0,2,0
2025-12-10,haofenqi888,海南,未触发黑名单部分,8,0,0,0,0,0
2025-12-10,yunshenghua888,福建,未触发黑名单部分,50,0,1,0,0,0
2025-12-10,meixin888,内蒙古,未触发黑名单部分,32,0,0,0,0,0
2025-12-10,YSH,重庆,未触发黑名单部分,3,0,0,0,0,0
2025-12-10,jirong888,吉林,未触发黑名单部分,12749,0,745,0,0,0
2025-12-10,weiqianbao661,黑龙江,未触发黑名单部分,12406,0,687,0,0,0
2025-12-10,baotai27,广东,31,5513,5513,18,18,0,0
2025-12-10,baotai18,江西,31,82,82,6,6,0,0
2025-12-10,fenqile888,重庆,31,1849,1849,8,8,0,0
2025-12-10,baotai27,浙江,未触发黑名单部分,677048,0,87469,0,125,0
2025-12-10,baotai52,安徽,未触发黑名单部分,6636,0,983,0,0,0
2025-12-10,haofenqi888,甘肃,未触发黑名单部分,18648,0,453,0,0,0
2025-12-10,jirong888,湖北,31,7427,7427,22,22,0,0
2025-12-10,jixianghua888,浙江,未触发黑名单部分,972,0,42,0,0,0
2025-12-10,haofenqi888,黑龙江,31,2560,2560,13,13,0,0
2025-12-10,langshun06,江西,31,1673,1673,4,4,0,0
2025-12-10,taoyirong999,湖北,31,25503,25503,39,39,0,0
2025-12-10,huirong888,湖北,31,8325,8325,39,39,0,0
2025-12-10,yunshenghua888,山西,31,3907,3907,21,21,0,0
2025-12-10,shuxunda01,河南,31,613,613,4,4,0,0
2025-12-10,miduoduo888,广西,未触发黑名单部分,452261,0,21816,0,3,0
2025-12-10,xinyongfei666,江西,31,2164,2164,14,14,0,0
2025-12-10,miduoduo888,广西,31,118177,118177,535,535,0,0
2025-12-10,youqian888,海南,未触发黑名单部分,4,0,0,0,0,0
2025-12-10,meixin888,江西,未触发黑名单部分,19844,0,1177,0,0,0
2025-12-10,weiqianbao333,贵州,未触发黑名单部分,40890,0,1315,0,0,0
2025-12-10,shuxunda01,安徽,未触发黑名单部分,5112,0,823,0,0,0
2025-12-10,jixianghua888,山东,31,2108,2108,3,3,0,0
2025-12-10,yunshenghua888,山西,未触发黑名单部分,16856,0,941,0,0,0
2025-12-10,zhongandai999,江苏,31,29972,29972,291,291,0,0
2025-12-10,baotai52,河南,31,921,921,11,11,0,0
2025-12-10,baotai10,山西,未触发黑名单部分,73852,0,4969,0,0,0
2025-12-10,yuedaibao666,湖北,未触发黑名单部分,23805,0,1458,0,0,0
2025-12-10,,广东,未触发黑名单部分,25,0,2,0,0,0
2025-12-10,weiqianbao888,黑龙江,31,5328,5328,46,46,0,0
2025-12-10,YSH,湖南,31,282,282,3,3,0,0
2025-12-10,zhongandai666,宁夏,31,167,167,1,1,0,0
2025-12-10,baotai10,安徽,31,7210,7210,42,42,0,0
2025-12-10,zhongandai666,江苏,未触发黑名单部分,14488,0,1345,0,0,0
2025-12-10,YSH,湖北,31,938,938,1,1,0,0
2025-12-10,haihua888,内蒙古,未触发黑名单部分,6,0,0,0,0,0
2025-12-10,xinyongfei666,山西,未触发黑名单部分,30053,0,1558,0,0,0
2025-12-10,YSH,宁夏,未触发黑名单部分,2,0,0,0,0,0
2025-12-10,baotai04,甘肃,31,0,0,0,0,0,0
2025-12-10,,安徽,未触发黑名单部分,8,0,0,0,0,0
2025-12-10,taoyirong666,辽宁,31,1643,1643,1,1,0,0
2025-12-10,meixin888,河北,31,12351,12351,13,13,0,0
2025-12-10,zhongandai666,安徽,31,1065,1065,4,4,0,0
2025-12-10,xinyongfei666,天津,31,950,950,4,4,0,0
2025-12-10,baotai27,湖北,未触发黑名单部分,354922,0,24606,0,52,0
2025-12-10,weiqianbao661,广西,31,29085,29085,115,115,0,0
2025-12-10,baotai52,山西,31,456,456,5,5,0,0
2025-12-10,baotai52,河北,31,638,638,4,4,0,0
2025-12-10,huirong888,陕西,31,6600,6600,19,19,0,0
2025-12-10,miduoduo888,海南,未触发黑名单部分,120620,0,5418,0,1,0
2025-12-10,jirong888,内蒙古,未触发黑名单部分,19979,0,1130,0,0,0
2025-12-10,taoyirong666,云南,未触发黑名单部分,2079,0,97,0,0,0
2025-12-10,weiqianbao888,安徽,未触发黑名单部分,21395,0,1115,0,0,0
2025-12-10,langshun06,浙江,31,5953,5953,49,49,0,0
2025-12-10,miduoduo888,贵州,未触发黑名单部分,221233,0,9712,0,0,0
2025-12-10,weiqianbao661,内蒙古,未触发黑名单部分,18374,0,1298,0,1,0
2025-12-10,shuxunda01,吉林,未触发黑名单部分,2947,0,433,0,0,0
2025-12-10,langshun08,福建,未触发黑名单部分,22108,0,1535,0,0,0
2025-12-10,baotai18,山东,未触发黑名单部分,9461,0,1251,0,0,0
2025-12-10,baotai04,江苏,未触发黑名单部分,9,0,0,0,0,0
2025-12-10,yuedaibao666,安徽,未触发黑名单部分,18269,0,1176,0,0,0
2025-12-10,shuxunda01,江西,31,375,375,4,4,0,0
2025-12-10,meixin888,河南,31,15657,15657,37,37,0,0
2025-12-10,yuedaibao666,湖南,31,4763,4763,18,18,0,0
2025-12-10,fenqile888,甘肃,31,2266,2266,5,5,0,0
2025-12-10,yuedaibao666,江苏,31,3799,3799,31,31,0,0
2025-12-10,langshun08,浙江,未触发黑名单部分,52087,0,5087,0,1,0
2025-12-10,taoyirong666,广西,未触发黑名单部分,3860,0,129,0,0,0
2025-12-10,shuxunda01,广西,31,615,615,4,4,0,0
2025-12-10,langshun06,云南,未触发黑名单部分,22262,0,1999,0,0,0
2025-12-10,yuedaibao999,贵州,未触发黑名单部分,93419,0,5188,0,0,0
2025-12-10,zhongandai666,河南,31,1996,1996,13,13,0,0
2025-12-10,weiqianbao333,江苏,31,27483,27483,90,90,0,0
2025-12-10,huirong888,江苏,未触发黑名单部分,25042,0,1577,0,1,0
2025-12-10,xiaohuifu666,河南,未触发黑名单部分,8978,0,581,0,0,0
2025-12-10,weiqianbao333,山东,31,19659,19659,54,54,0,0
2025-12-10,xiaohuifu666,安徽,31,141,141,0,0,0,0
2025-12-10,haozhouzhuan888,江西,未触发黑名单部分,91947,0,2120,0,0,0
2025-12-10,taoyirong999,上海,未触发黑名单部分,22703,0,659,0,0,0
2025-12-10,jirong888,浙江,未触发黑名单部分,39076,0,2551,0,0,0
2025-12-10,weiqianbao661,青海,未触发黑名单部分,6391,0,540,0,0,0
2025-12-10,weiqianbao888,湖北,未触发黑名单部分,27955,0,1413,0,0,0
2025-12-10,meixin888,湖南,31,18862,18862,34,34,0,0
2025-12-10,yuedaibao999,辽宁,31,21438,21438,79,79,0,0
2025-12-10,baotai10,江苏,未触发黑名单部分,136806,0,12775,0,0,0
2025-12-10,haozhouzhuan888,山西,31,98475,98475,306,306,0,0
2025-12-10,haozhouzhuan888,河北,31,129090,129090,406,406,0,0
2025-12-10,yunshenghua888,内蒙古,31,3546,3546,23,23,0,0
2025-12-10,baotai52,黑龙江,未触发黑名单部分,2501,0,368,0,0,0
2025-12-10,baotai52,青海,未触发黑名单部分,858,0,142,0,0,0
2025-12-10,weiqianbao555,天津,未触发黑名单部分,21682,0,1006,0,0,0
2025-12-10,meixin888,河北,未触发黑名单部分,25394,0,1428,0,0,0
2025-12-10,weiqianbao661,黑龙江,31,5824,5824,24,24,0,0
2025-12-10,weiqianbao555,浙江,未触发黑名单部分,170109,0,14134,0,0,0
2025-12-10,taoyirong999,广西,未触发黑名单部分,77540,0,2774,0,0,0
2025-12-10,taoyirong999,广西,31,19610,19610,26,26,0,0
2025-12-10,taoyirong999,湖南,31,23360,23360,32,32,0,0
2025-12-10,shuxunda01,黑龙江,未触发黑名单部分,2562,0,381,0,0,0
2025-12-10,zhongandai666,天津,未触发黑名单部分,1556,0,112,0,0,0
2025-12-10,yuedaibao666,青海,未触发黑名单部分,2,0,0,0,0,0
2025-12-10,haozhouzhuan888,湖北,31,120313,120313,355,355,0,0
2025-12-10,taoyirong999,河北,31,15692,15692,28,28,0,0
2025-12-10,langshun06,广东,31,2568,2568,3,3,0,0
2025-12-10,langshun08,河南,未触发黑名单部分,14804,0,1190,0,0,0
2025-12-10,weiqianbao555,内蒙古,未触发黑名单部分,57786,0,3189,0,0,0
2025-12-10,baotai10,广东,31,16398,16398,91,91,0,0
2025-12-10,jirong888,辽宁,31,3335,3335,12,12,0,0
2025-12-10,zhongandai999,贵州,31,8,8,0,0,0,0
2025-12-10,baotai27,云南,未触发黑名单部分,543946,0,35303,0,73,0
2025-12-10,langshun06,山西,31,1919,1919,2,2,0,0
2025-12-10,fenqile888,云南,未触发黑名单部分,23714,0,807,0,0,0
2025-12-10,huirong888,黑龙江,31,2576,2576,11,11,0,0
2025-12-10,fenqile888,宁夏,未触发黑名单部分,5580,0,153,0,0,0
2025-12-10,kaishi01,广东,未触发黑名单部分,25,0,7,0,0,0
2025-12-10,fenqile888,内蒙古,31,1703,1703,11,11,0,0
2025-12-10,jixianghua888,陕西,未触发黑名单部分,685,0,17,0,0,0
2025-12-10,baotai18,陕西,31,131,131,7,7,0,0
2025-12-10,taoyirong666,海南,31,971,971,2,2,0,0
2025-12-10,baotai10,福建,31,6378,6378,57,57,0,0
2025-12-10,miduoduo888,湖北,31,86002,86002,295,295,0,0
2025-12-10,haihua888,湖南,未触发黑名单部分,15,0,0,0,0,0
2025-12-10,xinyongfei666,浙江,31,2566,2566,27,27,0,0
2025-12-10,huirong888,青海,未触发黑名单部分,5,0,2,0,0,0
2025-12-10,,湖南,未触发黑名单部分,2,0,0,0,0,0
2025-12-10,jiuwuhua888,湖南,未触发黑名单部分,83333,0,5708,0,1,0
2025-12-10,haofenqi888,河南,31,19152,19152,86,86,0,0
2025-12-10,yuedaibao666,西藏,未触发黑名单部分,0,0,0,0,0,0
2025-12-10,yuedaibao999,内蒙古,31,9476,9476,66,66,0,0
2025-12-10,taoyirong999,辽宁,31,7157,7157,18,18,0,0
2025-12-10,weiqianbao661,陕西,31,20214,20214,60,60,0,0
2025-12-10,jiuwuhua888,宁夏,未触发黑名单部分,10275,0,694,0,0,0
2025-12-10,jiuwuhua888,辽宁,31,2989,2989,12,12,0,0
2025-12-10,YSH,贵州,未触发黑名单部分,2728,0,371,0,0,0
2025-12-10,weiqianbao661,江西,31,11756,11756,45,45,1,1
2025-12-10,haozhouzhuan888,青海,未触发黑名单部分,14,0,2,0,0,0
2025-12-10,MYtest01,上海,未触发黑名单部分,0,0,0,0,0,0
2025-12-10,weiqianbao333,甘肃,未触发黑名单部分,19051,0,705,0,0,0
2025-12-10,yunshenghua888,宁夏,31,2,2,0,0,0,0
2025-12-10,jiuwuhua888,广东,31,30091,30091,121,121,0,0
2025-12-10,shuxunda01,四川,未触发黑名单部分,7554,0,1244,0,0,0
2025-12-10,miduoduo888,云南,31,65130,65130,367,367,0,0
2025-12-10,haihua888,安徽,31,714,714,2,2,0,0
2025-12-10,,贵州,未触发黑名单部分,3,0,0,0,0,0
2025-12-10,yuedaibao666,新疆,未触发黑名单部分,0,0,0,0,0,0
2025-12-10,weiqianbao333,海南,未触发黑名单部分,14784,0,363,0,0,0
2025-12-10,YSH,山西,未触发黑名单部分,8670,0,748,0,0,0
2025-12-10,taoyirong666,浙江,未触发黑名单部分,9067,0,591,0,1,0
2025-12-10,jixianghua888,河北,31,975,975,2,2,0,0
2025-12-10,shuxunda01,山东,31,721,721,3,3,0,0
2025-12-10,shuxunda01,天津,31,188,188,1,1,0,0
2025-12-10,xiaohuifu666,海南,未触发黑名单部分,0,0,0,0,0,0
2025-12-10,langshun08,辽宁,31,1,1,0,0,0,0
2025-12-10,zhongandai666,陕西,31,1086,1086,8,8,0,0
2025-12-10,jixianghua888,山西,31,324,324,0,0,0,0
2025-12-10,haozhouzhuan888,贵州,31,81339,81339,152,152,0,0
2025-12-10,yuedaibao999,福建,未触发黑名单部分,91183,0,5139,0,1,0
2025-12-10,jixianghua888,新疆,未触发黑名单部分,0,0,0,0,0,0
2025-12-10,zhongandai666,江西,31,874,874,10,10,0,0
2025-12-10,fenqile888,辽宁,未触发黑名单部分,12073,0,265,0,0,0
2025-12-10,baotai52,内蒙古,31,383,383,0,0,0,0
2025-12-10,weiqianbao555,浙江,31,52831,52831,261,261,0,0
2025-12-10,weiqianbao661,广东,未触发黑名单部分,136572,0,9791,0,2,0
2025-12-10,haozhouzhuan888,陕西,未触发黑名单部分,159987,0,3692,0,0,0
2025-12-10,baotai27,四川,未触发黑名单部分,490606,0,41903,0,64,0
2025-12-10,haihua888,江苏,未触发黑名单部分,7411,0,1005,0,0,0
2025-12-10,fenqile888,山东,31,7181,7181,19,19,0,0
2025-12-10,youqian888,湖南,未触发黑名单部分,5095,0,342,0,0,0
2025-12-10,baotai10,辽宁,31,4427,4427,34,34,0,0
2025-12-10,miduoduo888,内蒙古,未触发黑名单部分,374,0,2,0,0,0
2025-12-10,baotai04,广东,未触发黑名单部分,426936,0,23053,0,16,0
2025-12-10,yuedaibao999,云南,31,37356,37356,247,247,0,0
2025-12-10,baotai52,河南,未触发黑名单部分,10916,0,1360,0,0,0
2025-12-10,weiqianbao333,四川,未触发黑名单部分,35389,0,1428,0,0,0
2025-12-10,huirong888,山东,31,7358,7358,26,26,0,0
2025-12-10,baotai04,江西,未触发黑名单部分,2,0,1,0,0,0
2025-12-10,weiqianbao661,河北,31,17924,17924,55,55,0,0
2025-12-10,shuxunda01,重庆,31,280,280,0,0,0,0
2025-12-10,weiqianbao333,广西,31,38212,38212,105,105,0,0
2025-12-10,yuedaibao666,河北,未触发黑名单部分,30142,0,1851,0,0,0
2025-12-10,baotai18,吉林,未触发黑名单部分,1282,0,190,0,0,0
2025-12-10,fenqile888,湖北,未触发黑名单部分,18659,0,461,0,0,0
2025-12-10,yuedaibao666,辽宁,未触发黑名单部分,11558,0,1010,0,0,0
2025-12-10,xinyongfei666,上海,未触发黑名单部分,20813,0,1109,0,0,0
2025-12-10,yuedaibao999,浙江,未触发黑名单部分,122302,0,11680,0,0,0
2025-12-10,fenqile888,山西,31,3473,3473,10,10,0,0
2025-12-10,jiuwuhua888,内蒙古,31,3626,3626,15,15,0,0
2025-12-10,jiuwuhua888,浙江,未触发黑名单部分,53270,0,4413,0,3,0
2025-12-10,youqian888,广东,31,11986,11986,22,22,0,0
2025-12-10,baotai04,山西,未触发黑名单部分,43953,0,2529,0,3,0
2025-12-10,langshun06,天津,31,2265,2265,10,10,0,0
2025-12-10,baotai18,湖南,未触发黑名单部分,935,0,212,0,0,0
2025-12-10,xiaohuifu666,湖南,未触发黑名单部分,7500,0,504,0,0,0
2025-12-10,langshun08,湖北,未触发黑名单部分,9309,0,392,0,0,0
2025-12-10,baotai18,湖北,31,130,130,7,7,0,0
2025-12-10,xinyongfei666,湖北,未触发黑名单部分,30889,0,1612,0,1,0
2025-12-10,weiqianbao661,广东,31,64356,64356,184,184,0,0
2025-12-10,yuedaibao999,江西,未触发黑名单部分,65440,0,4507,0,1,0
2025-12-10,taoyirong666,天津,31,1267,1267,2,2,0,0
2025-12-10,kaishi01,浙江,未触发黑名单部分,2214,0,630,0,0,0
2025-12-10,haozhouzhuan888,广西,未触发黑名单部分,79,0,11,0,0,0
2025-12-10,baotai27,福建,31,6267,6267,89,89,1,1
2025-12-10,jixianghua888,江苏,31,2127,2127,6,6,0,0
2025-12-10,,辽宁,未触发黑名单部分,1,0,0,0,0,0
2025-12-10,huirong888,广东,未触发黑名单部分,67047,0,4973,0,0,0
2025-12-10,haihua888,广东,31,3631,3631,13,13,0,0
2025-12-10,miduoduo888,山东,31,109985,109985,399,399,0,0
2025-12-10,meixin888,天津,未触发黑名单部分,4052,0,474,0,0,0
2025-12-10,zhongandai666,黑龙江,31,43,43,0,0,0,0
2025-12-10,taoyirong999,西藏,未触发黑名单部分,0,0,0,0,0,0
2025-12-10,jiuwuhua888,江苏,未触发黑名单部分,47782,0,2642,0,0,0
2025-12-10,huirong888,河南,未触发黑名单部分,10956,0,758,0,0,0
2025-12-10,huirong888,福建,31,17179,17179,73,73,0,0
2025-12-10,,江西,31,0,0,0,0,0,0
2025-12-10,kaishi01,陕西,未触发黑名单部分,1,0,0,0,0,0
2025-12-10,huirong888,辽宁,未触发黑名单部分,5365,0,429,0,0,0
2025-12-10,zhongandai999,河南,31,27242,27242,170,170,0,0
2025-12-10,baotai27,吉林,31,2189,2189,16,16,0,0
2025-12-10,jirong888,湖北,未触发黑名单部分,33989,0,1626,0,0,0
2025-12-10,shuxunda01,宁夏,31,153,153,1,1,0,0
2025-12-10,jirong888,内蒙古,31,3070,3070,17,17,0,0
2025-12-10,jiuwuhua888,内蒙古,未触发黑名单部分,19936,0,1277,0,3,0
2025-12-10,xinyongfei666,广西,31,2,2,0,0,0,0
2025-12-10,taoyirong666,福建,未触发黑名单部分,5083,0,268,0,0,0
2025-12-10,xinyongfei666,四川,31,4415,4415,34,34,0,0
2025-12-10,miduoduo888,广东,未触发黑名单部分,738071,0,38628,0,1,0
2025-12-10,taoyirong999,重庆,31,12737,12737,23,23,0,0
2025-12-10,haihua888,福建,31,3,3,0,0,0,0
